palavra,quantidade
religião,2
algo,2
chamar,2
tempo,2
escolher,2
concessão,2
contrato,2
projeto,2
marco,2
olho,2
frente,2
excrescência,2
privatizar,2
tudo,2
lugar,2
onde,2
mensalão,2
isso,2
passar,2
tonelada,2
global,2
exportar,2
absurdo,2
parar,2
complexo,2
quanto,2
incompetência,2
pegar,2
segundo,2
rombo,2
produzimos,2
pobreza,2
programa,2
emergencial,2
piorar,2
servir,2
Privilégio,2
restaurar,2
Soraya,2
deputado,2
nacional,2
impunidade,2
Maria,2
força,2
coragem,2
competente,2
jeito,2
cidade,2
vote,2
aumentar,2
negócio,2
cobrar,2
entender,2
ambiental,2
plantar,2
renovável,2
expandir,2
dizer,2
dever,2
mostrar,2
aquele,2
parceria,2
acreditar,2
cabide,2
escândalo,2
produtor,2
rico,2
pedir,2
levantar,2
dinheiro,1
política,1
estado,1
quer,1
gasto,1
vido,1
imposto,1
pouco,1
pior,1
desse,1
liderança,1
aprendizado,1
democracio,1
infraestrutura,1
infraestruturo,1
infraestrutur,1
fomer,1
conta,1
conto,1
olha,1
retomada,1
retomar,1
mantém,1
dicotomia,1
dicotomir,1
chama,1
fundo,1
Fundo,1
começo,1
orgulhar,1
orgulho,1
melhor,1
história,1
histór,1
pegarr,1
lembra,1
lembrar,1
monte,1
Monte,1
representa,1
representar,1
oligarquia,1
oligarquir,1
experiência,1
experiêncio,1
juliana,1
nome,1
agradecer,1
candidatas,1
assistir,1
realmente,1
estagnar,1
conciliar,1
apresentar,1
dono,1
cansar,1
caro,1
ineficiente,1
atrapalhar,1
ralar,1
manhã,1
alguém,1
equilibrar,1
prazer,1
ávila,1
Gomes,1
venho,1
centro,1
Estados,1
município,1
melhoria,1
haver,1
aumento,1
conhecimento,1
este,1
gastamos,1
tanto,1
ensinar,1
sucesso,1
sobral,1
descalabro,1
recentemente,1
ministro,1
roubam,1
fnde,1
colocar,1
desperdiço,1
Melhora,1
valorização,1
aula,1
curso,1
pedagogia,1
arcaico,1
reter,1
senão,1
êxodo,1
formação,1
mensurar,1
devidamente,1
alfabetizada,1
sab,1
conteúdo,1
matemático,1
médio,1
nação,1
plano,1
potencial,1
árvore,1
pobre,1
progresso,1
região,1
impulsionar,1
matriz,1
limpa,1
verde,1
bioeconomia,1
fonte,1
seriedade,1
sofrer,1
desmato,1
retaliação,1
comprar,1
carne,1
áreo,1
desmatar,1
mentira,1
planta,1
cerrado,1
colher,1
tonelar,1
cacau,1
norte,1
trilhão,1
governança,1
social,1
impressão,1
empresário,1
latifundiário,1
juízo,1
trazer,1
atraso,1
significar,1
oposto,1
empregar,1
simplesmente,1
certeza,1
absoluto,1
capturar,1
lição,1
credibilidade,1
confiável,1
relação,1
descaso,1
pena,1
regional,1
receitar,1
nordeste,1
eólica,1
solar,1
biomassa,1
fronteiro,1
Agrícola,1
capaz,1
medo,1
concorrência,1
mônico,1
foro,1
íntimo,1
crença,1
liberdade,1
individual,1
católico,1
praticante,1
respeito,1
longe,1
teocracia,1
dízimo,1
tira,1
integral,1
dar,1
cirurgia,1
perverso,1
mania,1
segurança,1
jurídico,1
papel,1
encampar,1
linha,1
amarela,1
janeiro,1
total,1
confiança,1
PL,1
ferrovia,1
permitir,1
ferrover,1
área,1
essencial,1
contra,1
controla,1
maioria,1
empresa,1
ineficientes,1
acesso,1
esgoto,1
finalmente,1
encrenca,1
apesar,1
maracutaia,1
participar,1
licitação,1
aquilo,1
recurso,1
privar,1
meta,1
importância,1
petrolão,1
gargalo,1
custar,1
fazenda,1
supermercar,1
economizarmos,1
vital,1
continuarmos,1
commodity,1
bem,1
agregar,1
fascista,1
motor,1
algodão,1
alimentado,1
vira,1
lata,1
enaltecer,1
enfatizar,1
infernizar,1
burocracia,1
prestar,1
estrada,1
esburacar,1
ineficiência,1
governar,1
eleger,1
presidência,1
repúblicar,1
realismo,1
mágico,1
jogo,1
futebol,1
terminar,1
minuto,1
desempregado,1
recessão,1
estourada,1
início,1
esgarçar,1
fragilizar,1
instituição,1
gigantismo,1
destruir,1
muito,1
união,1
pagar,1
cobrir,1
antro,1
fracassada,1
pequeno,1
dúvida,1
chancer,1
autoengano,1
fechar,1
ter,1
conversar,1
cria,1
iludar,1
estatismo,1
doença,1
inteirar,1
sustentar,1
converso,1
lógico,1
piora,1
gerarer,1
mundial,1
malabarismo,1
regra,1
claro,1
atrás,1
causar,1
invés,1
defender,1
futuro,1
discutindo,1
passado,1
gancho,1
senadorar,1
Tebet,1
seguinte,1
cinco,1
combate,1
atendimento,1
médico,1
jatinho,1
enquanto,1
indecência,1
candidata,1
senhora,1
pessoal,1
inteiro,1
federal,1
estadual,1
barato,1
apoio,1
aguerrir,1
representação,1
ninguém,1
pagador,1
interessar,1
corporação,1
utilização,1
armo,1
perpetuação,1
renovação,1
patrimônio,1
declarar,1
receber,1
vez,1
democratizar,1
perpetuar,1
parte,1
justiça,1
replicar,1
existente,1
polícia,1
brutalmente,1
mulher,1
denunciar,1
estupro,1
crime,1
natureza,1
inventar,1
excelente,1
ficarr,1
inventando,1
evoluir,1
princípio,1
literal,1
igual,1
valer,1
profissional,1
pensar,1
cheio,1
tocar,1
vir,1
conversa,1
sufocar,1
competência,1
orçamento,1
secreto,1
queremo,1
compactuamos,1
vergonhoso,1
mina,1
geral,1
romeu,1
impoluta,1
sério,1
título,1
Regularização,1
fundiária,1
mês,1
assumir,1
avila,1
